"time","_geo","geo","type_vio","_type_vio","sex_vic","_sex_vic","unit","_unit","value","_flag"
2016,"HU","Hungary","Any violence","ANY","Total","T","Number","NR",,
2017,"HU","Hungary","Any violence","ANY","Total","T","Number","NR",,
2018,"HU","Hungary","Any violence","ANY","Total","T","Number","NR",,
2019,"HU","Hungary","Any violence","ANY","Total","T","Number","NR",52261,
2020,"HU","Hungary","Any violence","ANY","Total","T","Number","NR",52049,
2021,"HU","Hungary","Any violence","ANY","Total","T","Number","NR",53161,
2022,"HU","Hungary","Any violence","ANY","Total","T","Number","NR",55468,
2014,"IE","Ireland","Intimate partner violence","IPV","Female","F","Number","NR",,
2015,"IE","Ireland","Intimate partner violence","IPV","Female","F","Number","NR",,
2016,"IE","Ireland","Intimate partner violence","IPV","Female","F","Number","NR",,
2017,"IE","Ireland","Intimate partner violence","IPV","Female","F","Number","NR",,
2018,"IE","Ireland","Intimate partner violence","IPV","Female","F","Number","NR",,
2019,"IE","Ireland","Intimate partner violence","IPV","Female","F","Number","NR",,
2020,"IE","Ireland","Intimate partner violence","IPV","Female","F","Number","NR",,
2021,"IE","Ireland","Intimate partner violence","IPV","Female","F","Number","NR",,
2022,"IE","Ireland","Intimate partner violence","IPV","Female","F","Number","NR",5300,
2014,"IE","Ireland","Intimate partner violence","IPV","Total","T","Number","NR",,
2015,"IE","Ireland","Intimate partner violence","IPV","Total","T","Number","NR",,
2016,"IE","Ireland","Intimate partner violence","IPV","Total","T","Number","NR",,
2017,"IE","Ireland","Intimate partner violence","IPV","Total","T","Number","NR",,
2018,"IE","Ireland","Intimate partner violence","IPV","Total","T","Number","NR",,
2019,"IE","Ireland","Intimate partner violence","IPV","Total","T","Number","NR",,
2020,"IE","Ireland","Intimate partner violence","IPV","Total","T","Number","NR",,
2021,"IE","Ireland","Intimate partner violence","IPV","Total","T","Number","NR",,
2022,"IE","Ireland","Intimate partner violence","IPV","Total","T","Number","NR",6001,
2014,"IE","Ireland","Domestic violence","DV","Female","F","Number","NR",,
2015,"IE","Ireland","Domestic violence","DV","Female","F","Number","NR",,
2016,"IE","Ireland","Domestic violence","DV","Female","F","Number","NR",,
2017,"IE","Ireland","Domestic violence","DV","Female","F","Number","NR",,
2018,"IE","Ireland","Domestic violence","DV","Female","F","Number","NR",,
2019,"IE","Ireland","Domestic violence","DV","Female","F","Number","NR",,
2020,"IE","Ireland","Domestic violence","DV","Female","F","Number","NR",,
2021,"IE","Ireland","Domestic violence","DV","Female","F","Number","NR",,
2022,"IE","Ireland","Domestic violence","DV","Female","F","Number","NR",7496,
2014,"IE","Ireland","Domestic violence","DV","Total","T","Number","NR",,
2015,"IE","Ireland","Domestic violence","DV","Total","T","Number","NR",,
2016,"IE","Ireland","Domestic violence","DV","Total","T","Number","NR",,
2017,"IE","Ireland","Domestic violence","DV","Total","T","Number","NR",,
2018,"IE","Ireland","Domestic violence","DV","Total","T","Number","NR",,
2019,"IE","Ireland","Domestic violence","DV","Total","T","Number","NR",,
2020,"IE","Ireland","Domestic violence","DV","Total","T","Number","NR",,
2021,"IE","Ireland","Domestic violence","DV","Total","T","Number","NR",,
2022,"IE","Ireland","Domestic violence","DV","Total","T","Number","NR",9654,
2014,"IE","Ireland","Any violence","ANY","Female","F","Number","NR",20079,
2015,"IE","Ireland","Any violence","ANY","Female","F","Number","NR",20441,
2016,"IE","Ireland","Any violence","ANY","Female","F","Number","NR",18634,
2017,"IE","Ireland","Any violence","ANY","Female","F","Number","NR",20015,
2018,"IE","Ireland","Any violence","ANY","Female","F","Number","NR",20137,
2019,"IE","Ireland","Any violence","ANY","Female","F","Number","NR",21182,
2020,"IE","Ireland","Any violence","ANY","Female","F","Number","NR",18243,
2021,"IE","Ireland","Any violence","ANY","Female","F","Number","NR",17990,
2022,"IE","Ireland","Any violence","ANY","Female","F","Number","NR",20623,
2014,"IE","Ireland","Any violence","ANY","Total","T","Number","NR",48528,
2015,"IE","Ireland","Any violence","ANY","Total","T","Number","NR",48393,
2016,"IE","Ireland","Any violence","ANY","Total","T","Number","NR",42811,
2017,"IE","Ireland","Any violence","ANY","Total","T","Number","NR",47166,
2018,"IE","Ireland","Any violence","ANY","Total","T","Number","NR",46245,
2019,"IE","Ireland","Any violence","ANY","Total","T","Number","NR",48102,
2020,"IE","Ireland","Any violence","ANY","Total","T","Number","NR",39665,
2021,"IE","Ireland","Any violence","ANY","Total","T","Number","NR",38262,
2022,"IE","Ireland","Any violence","ANY","Total","T","Number","NR",45570,
2014,"IT","Italy","Intimate partner violence","IPV","Female","F","Number","NR",,
2015,"IT","Italy","Intimate partner violence","IPV","Female","F","Number","NR",,
2016,"IT","Italy","Intimate partner violence","IPV","Female","F","Number","NR",,
2017,"IT","Italy","Intimate partner violence","IPV","Female","F","Number","NR",,
2018,"IT","Italy","Intimate partner violence","IPV","Female","F","Number","NR",,
2019,"IT","Italy","Intimate partner violence","IPV","Female","F","Number","NR",,
2020,"IT","Italy","Intimate partner violence","IPV","Female","F","Number","NR",,
2021,"IT","Italy","Intimate partner violence","IPV","Female","F","Number","NR",,
2022,"IT","Italy","Intimate partner violence","IPV","Female","F","Number","NR",,
2014,"IT","Italy","Intimate partner violence","IPV","Total","T","Number","NR",,
2015,"IT","Italy","Intimate partner violence","IPV","Total","T","Number","NR",,
2016,"IT","Italy","Intimate partner violence","IPV","Total","T","Number","NR",,
2017,"IT","Italy","Intimate partner violence","IPV","Total","T","Number","NR",,
2018,"IT","Italy","Intimate partner violence","IPV","Total","T","Number","NR",,
2019,"IT","Italy","Intimate partner violence","IPV","Total","T","Number","NR",,
2020,"IT","Italy","Intimate partner violence","IPV","Total","T","Number","NR",,
2021,"IT","Italy","Intimate partner violence","IPV","Total","T","Number","NR",,
2022,"IT","Italy","Intimate partner violence","IPV","Total","T","Number","NR",,
2014,"IT","Italy","Domestic violence","DV","Female","F","Number","NR",,
2015,"IT","Italy","Domestic violence","DV","Female","F","Number","NR",,
2016,"IT","Italy","Domestic violence","DV","Female","F","Number","NR",,
2017,"IT","Italy","Domestic violence","DV","Female","F","Number","NR",,
2018,"IT","Italy","Domestic violence","DV","Female","F","Number","NR",,
2019,"IT","Italy","Domestic violence","DV","Female","F","Number","NR",,
2020,"IT","Italy","Domestic violence","DV","Female","F","Number","NR",,
2021,"IT","Italy","Domestic violence","DV","Female","F","Number","NR",,
2022,"IT","Italy","Domestic violence","DV","Female","F","Number","NR",,
2014,"IT","Italy","Domestic violence","DV","Total","T","Number","NR",,
2015,"IT","Italy","Domestic violence","DV","Total","T","Number","NR",,
2016,"IT","Italy","Domestic violence","DV","Total","T","Number","NR",,
2017,"IT","Italy","Domestic violence","DV","Total","T","Number","NR",,
2018,"IT","Italy","Domestic violence","DV","Total","T","Number","NR",,
2019,"IT","Italy","Domestic violence","DV","Total","T","Number","NR",,
2020,"IT","Italy","Domestic violence","DV","Total","T","Number","NR",,
2021,"IT","Italy","Domestic violence","DV","Total","T","Number","NR",,
2022,"IT","Italy","Domestic violence","DV","Total","T","Number","NR",,
2014,"IT","Italy","Any violence","ANY","Female","F","Number","NR",,
2015,"IT","Italy","Any violence","ANY","Female","F","Number","NR",,
2016,"IT","Italy","Any violence","ANY","Female","F","Number","NR",,
2017,"IT","Italy","Any violence","ANY","Female","F","Number","NR",,
2018,"IT","Italy","Any violence","ANY","Female","F","Number","NR",,
2019,"IT","Italy","Any violence","ANY","Female","F","Number","NR",,
2020,"IT","Italy","Any violence","ANY","Female","F","Number","NR",,
2021,"IT","Italy","Any violence","ANY","Female","F","Number","NR",,
2022,"IT","Italy","Any violence","ANY","Female","F","Number","NR",,
2014,"IT","Italy","Any violence","ANY","Total","T","Number","NR",,
2015,"IT","Italy","Any violence","ANY","Total","T","Number","NR",,
2016,"IT","Italy","Any violence","ANY","Total","T","Number","NR",,
2017,"IT","Italy","Any violence","ANY","Total","T","Number","NR",,
2018,"IT","Italy","Any violence","ANY","Total","T","Number","NR",,
2019,"IT","Italy","Any violence","ANY","Total","T","Number","NR",,
2020,"IT","Italy","Any violence","ANY","Total","T","Number","NR",,
2021,"IT","Italy","Any violence","ANY","Total","T","Number","NR",,
2022,"IT","Italy","Any violence","ANY","Total","T","Number","NR",,
2014,"LT","Lithuania","Intimate partner violence","IPV","Female","F","Number","NR",5577,
2015,"LT","Lithuania","Intimate partner violence","IPV","Female","F","Number","NR",5501,
2016,"LT","Lithuania","Intimate partner violence","IPV","Female","F","Number","NR",4463,
2017,"LT","Lithuania","Intimate partner violence","IPV","Female","F","Number","NR",4465,
2018,"LT","Lithuania","Intimate partner violence","IPV","Female","F","Number","NR",5899,
2019,"LT","Lithuania","Intimate partner violence","IPV","Female","F","Number","NR",5300,
2020,"LT","Lithuania","Intimate partner violence","IPV","Female","F","Number","NR",4147,
2021,"LT","Lithuania","Intimate partner violence","IPV","Female","F","Number","NR",3392,
2022,"LT","Lithuania","Intimate partner violence","IPV","Female","F","Number","NR",3485,
2014,"LT","Lithuania","Intimate partner violence","IPV","Total","T","Number","NR",5878,
2015,"LT","Lithuania","Intimate partner violence","IPV","Total","T","Number","NR",5805,
2016,"LT","Lithuania","Intimate partner violence","IPV","Total","T","Number","NR",4783,
2017,"LT","Lithuania","Intimate partner violence","IPV","Total","T","Number","NR",4852,
2018,"LT","Lithuania","Intimate partner violence","IPV","Total","T","Number","NR",6459,
2019,"LT","Lithuania","Intimate partner violence","IPV","Total","T","Number","NR",5862,
2020,"LT","Lithuania","Intimate partner violence","IPV","Total","T","Number","NR",4586,
2021,"LT","Lithuania","Intimate partner violence","IPV","Total","T","Number","NR",3780,
2022,"LT","Lithuania","Intimate partner violence","IPV","Total","T","Number","NR",3905,
2014,"LT","Lithuania","Domestic violence","DV","Female","F","Number","NR",7282,
2015,"LT","Lithuania","Domestic violence","DV","Female","F","Number","NR",7152,
2016,"LT","Lithuania","Domestic violence","DV","Female","F","Number","NR",5947,
2017,"LT","Lithuania","Domestic violence","DV","Female","F","Number","NR",6271,
2018,"LT","Lithuania","Domestic violence","DV","Female","F","Number","NR",8078,
2019,"LT","Lithuania","Domestic violence","DV","Female","F","Number","NR",7043,
2020,"LT","Lithuania","Domestic violence","DV","Female","F","Number","NR",5533,
2021,"LT","Lithuania","Domestic violence","DV","Female","F","Number","NR",4555,
2022,"LT","Lithuania","Domestic violence","DV","Female","F","Number","NR",4603,
2014,"LT","Lithuania","Domestic violence","DV","Total","T","Number","NR",8699,
2015,"LT","Lithuania","Domestic violence","DV","Total","T","Number","NR",8541,
2016,"LT","Lithuania","Domestic violence","DV","Total","T","Number","NR",7376,
2017,"LT","Lithuania","Domestic violence","DV","Total","T","Number","NR",8103,
2018,"LT","Lithuania","Domestic violence","DV","Total","T","Number","NR",10276,
2019,"LT","Lithuania","Domestic violence","DV","Total","T","Number","NR",9041,
2020,"LT","Lithuania","Domestic violence","DV","Total","T","Number","NR",7148,
2021,"LT","Lithuania","Domestic violence","DV","Total","T","Number","NR",5984,
2022,"LT","Lithuania","Domestic violence","DV","Total","T","Number","NR",5993,
2014,"LT","Lithuania","Any violence","ANY","Female","F","Number","NR",9612,
2015,"LT","Lithuania","Any violence","ANY","Female","F","Number","NR",9150,
2016,"LT","Lithuania","Any violence","ANY","Female","F","Number","NR",9805,
2017,"LT","Lithuania","Any violence","ANY","Female","F","Number","NR",10738,
2018,"LT","Lithuania","Any violence","ANY","Female","F","Number","NR",12490,
2019,"LT","Lithuania","Any violence","ANY","Female","F","Number","NR",10034,
2020,"LT","Lithuania","Any violence","ANY","Female","F","Number","NR",7797,
2021,"LT","Lithuania","Any violence","ANY","Female","F","Number","NR",6493,
2022,"LT","Lithuania","Any violence","ANY","Female","F","Number","NR",6497,
2014,"LT","Lithuania","Any violence","ANY","Total","T","Number","NR",14257,
2015,"LT","Lithuania","Any violence","ANY","Total","T","Number","NR",13389,
2016,"LT","Lithuania","Any violence","ANY","Total","T","Number","NR",15563,
2017,"LT","Lithuania","Any violence","ANY","Total","T","Number","NR",16922,
2018,"LT","Lithuania","Any violence","ANY","Total","T","Number","NR",20358,
2019,"LT","Lithuania","Any violence","ANY","Total","T","Number","NR",16525,
2020,"LT","Lithuania","Any violence","ANY","Total","T","Number","NR",13061,
2021,"LT","Lithuania","Any violence","ANY","Total","T","Number","NR",11008,
2022,"LT","Lithuania","Any violence","ANY","Total","T","Number","NR",11088,
2014,"LU","Luxembourg","Intimate partner violence","IPV","Female","F","Number","NR",,
2015,"LU","Luxembourg","Intimate partner violence","IPV","Female","F","Number","NR",,
2016,"LU","Luxembourg","Intimate partner violence","IPV","Female","F","Number","NR",,
2017,"LU","Luxembourg","Intimate partner violence","IPV","Female","F","Number","NR",,
2018,"LU","Luxembourg","Intimate partner violence","IPV","Female","F","Number","NR",,
2019,"LU","Luxembourg","Intimate partner violence","IPV","Female","F","Number","NR",,
2020,"LU","Luxembourg","Intimate partner violence","IPV","Female","F","Number","NR",,
2021,"LU","Luxembourg","Intimate partner violence","IPV","Female","F","Number","NR",,
2022,"LU","Luxembourg","Intimate partner violence","IPV","Female","F","Number","NR",,
2014,"LU","Luxembourg","Intimate partner violence","IPV","Total","T","Number","NR",,
2015,"LU","Luxembourg","Intimate partner violence","IPV","Total","T","Number","NR",,
2016,"LU","Luxembourg","Intimate partner violence","IPV","Total","T","Number","NR",,
2017,"LU","Luxembourg","Intimate partner violence","IPV","Total","T","Number","NR",,
2018,"LU","Luxembourg","Intimate partner violence","IPV","Total","T","Number","NR",,
2019,"LU","Luxembourg","Intimate partner violence","IPV","Total","T","Number","NR",,
2020,"LU","Luxembourg","Intimate partner violence","IPV","Total","T","Number","NR",,
2021,"LU","Luxembourg","Intimate partner violence","IPV","Total","T","Number","NR",,
2022,"LU","Luxembourg","Intimate partner violence","IPV","Total","T","Number","NR",,
2014,"LU","Luxembourg","Domestic violence","DV","Female","F","Number","NR",,
2015,"LU","Luxembourg","Domestic violence","DV","Female","F","Number","NR",,
2016,"LU","Luxembourg","Domestic violence","DV","Female","F","Number","NR",,
2017,"LU","Luxembourg","Domestic violence","DV","Female","F","Number","NR",,
2018,"LU","Luxembourg","Domestic violence","DV","Female","F","Number","NR",708,"d"
2019,"LU","Luxembourg","Domestic violence","DV","Female","F","Number","NR",842,"d"
2020,"LU","Luxembourg","Domestic violence","DV","Female","F","Number","NR",1003,"d"
2021,"LU","Luxembourg","Domestic violence","DV","Female","F","Number","NR",1023,"d"
2022,"LU","Luxembourg","Domestic violence","DV","Female","F","Number","NR",1095,"d"
2014,"LU","Luxembourg","Domestic violence","DV","Total","T","Number","NR",,
2015,"LU","Luxembourg","Domestic violence","DV","Total","T","Number","NR",,
2016,"LU","Luxembourg","Domestic violence","DV","Total","T","Number","NR",,
2017,"LU","Luxembourg","Domestic violence","DV","Total","T","Number","NR",,
2018,"LU","Luxembourg","Domestic violence","DV","Total","T","Number","NR",1075,"d"
2019,"LU","Luxembourg","Domestic violence","DV","Total","T","Number","NR",1327,"d"
2020,"LU","Luxembourg","Domestic violence","DV","Total","T","Number","NR",1672,"d"
2021,"LU","Luxembourg","Domestic violence","DV","Total","T","Number","NR",1695,"d"
2022,"LU","Luxembourg","Domestic violence","DV","Total","T","Number","NR",1826,"d"
2014,"LU","Luxembourg","Any violence","ANY","Female","F","Number","NR",,
2015,"LU","Luxembourg","Any violence","ANY","Female","F","Number","NR",,
2016,"LU","Luxembourg","Any violence","ANY","Female","F","Number","NR",,
2017,"LU","Luxembourg","Any violence","ANY","Female","F","Number","NR",,
2018,"LU","Luxembourg","Any violence","ANY","Female","F","Number","NR",1960,"d"
2019,"LU","Luxembourg","Any violence","ANY","Female","F","Number","NR",2192,"d"
2020,"LU","Luxembourg","Any violence","ANY","Female","F","Number","NR",2198,"d"
2021,"LU","Luxembourg","Any violence","ANY","Female","F","Number","NR",2258,"d"
2022,"LU","Luxembourg","Any violence","ANY","Female","F","Number","NR",2320,"d"
2014,"LU","Luxembourg","Any violence","ANY","Total","T","Number","NR",,
2015,"LU","Luxembourg","Any violence","ANY","Total","T","Number","NR",,
2016,"LU","Luxembourg","Any violence","ANY","Total","T","Number","NR",,
2017,"LU","Luxembourg","Any violence","ANY","Total","T","Number","NR",,
2018,"LU","Luxembourg","Any violence","ANY","Total","T","Number","NR",4507,"d"
2019,"LU","Luxembourg","Any violence","ANY","Total","T","Number","NR",4995,"d"
2020,"LU","Luxembourg","Any violence","ANY","Total","T","Number","NR",5015,"d"
2021,"LU","Luxembourg","Any violence","ANY","Total","T","Number","NR",5227,"d"
2022,"LU","Luxembourg","Any violence","ANY","Total","T","Number","NR",5763,"d"
2014,"LV","Latvia","Intimate partner violence","IPV","Female","F","Number","NR",131,"d"
2015,"LV","Latvia","Intimate partner violence","IPV","Female","F","Number","NR",135,"d"
2016,"LV","Latvia","Intimate partner violence","IPV","Female","F","Number","NR",135,"d"
2017,"LV","Latvia","Intimate partner violence","IPV","Female","F","Number","NR",142,"d"
2018,"LV","Latvia","Intimate partner violence","IPV","Female","F","Number","NR",164,"d"
2019,"LV","Latvia","Intimate partner violence","IPV","Female","F","Number","NR",163,"d"
2020,"LV","Latvia","Intimate partner violence","IPV","Female","F","Number","NR",165,"d"
2021,"LV","Latvia","Intimate partner violence","IPV","Female","F","Number","NR",109,"d"
2022,"LV","Latvia","Intimate partner violence","IPV","Female","F","Number","NR",142,"d"
2014,"LV","Latvia","Intimate partner violence","IPV","Total","T","Number","NR",171,"d"
2015,"LV","Latvia","Intimate partner violence","IPV","Total","T","Number","NR",178,"d"
2016,"LV","Latvia","Intimate partner violence","IPV","Total","T","Number","NR",172,"d"
2017,"LV","Latvia","Intimate partner violence","IPV","Total","T","Number","NR",182,"d"
2018,"LV","Latvia","Intimate partner violence","IPV","Total","T","Number","NR",192,"d"
2019,"LV","Latvia","Intimate partner violence","IPV","Total","T","Number","NR",200,"d"
2020,"LV","Latvia","Intimate partner violence","IPV","Total","T","Number","NR",201,"d"
2021,"LV","Latvia","Intimate partner violence","IPV","Total","T","Number","NR",128,"d"
2022,"LV","Latvia","Intimate partner violence","IPV","Total","T","Number","NR",167,"d"
2014,"LV","Latvia","Domestic violence","DV","Female","F","Number","NR",417,"d"
2015,"LV","Latvia","Domestic violence","DV","Female","F","Number","NR",406,"d"
2016,"LV","Latvia","Domestic violence","DV","Female","F","Number","NR",414,"d"
2017,"LV","Latvia","Domestic violence","DV","Female","F","Number","NR",403,"d"
2018,"LV","Latvia","Domestic violence","DV","Female","F","Number","NR",420,"d"
2019,"LV","Latvia","Domestic violence","DV","Female","F","Number","NR",427,"d"
2020,"LV","Latvia","Domestic violence","DV","Female","F","Number","NR",372,"d"
2021,"LV","Latvia","Domestic violence","DV","Female","F","Number","NR",378,"d"
2022,"LV","Latvia","Domestic violence","DV","Female","F","Number","NR",356,"d"
2014,"LV","Latvia","Domestic violence","DV","Total","T","Number","NR",865,"d"
2015,"LV","Latvia","Domestic violence","DV","Total","T","Number","NR",880,"d"
2016,"LV","Latvia","Domestic violence","DV","Total","T","Number","NR",933,"d"
2017,"LV","Latvia","Domestic violence","DV","Total","T","Number","NR",837,"d"
2018,"LV","Latvia","Domestic violence","DV","Total","T","Number","NR",821,"d"
2019,"LV","Latvia","Domestic violence","DV","Total","T","Number","NR",832,"d"
2020,"LV","Latvia","Domestic violence","DV","Total","T","Number","NR",811,"d"
2021,"LV","Latvia","Domestic violence","DV","Total","T","Number","NR",716,"d"
2022,"LV","Latvia","Domestic violence","DV","Total","T","Number","NR",725,"d"
2014,"LV","Latvia","Any violence","ANY","Female","F","Number","NR",2410,"d"
2015,"LV","Latvia","Any violence","ANY","Female","F","Number","NR",2417,"d"
2016,"LV","Latvia","Any violence","ANY","Female","F","Number","NR",2312,"d"
2017,"LV","Latvia","Any violence","ANY","Female","F","Number","NR",2058,"d"
2018,"LV","Latvia","Any violence","ANY","Female","F","Number","NR",2027,"d"
2019,"LV","Latvia","Any violence","ANY","Female","F","Number","NR",1866,"d"
2020,"LV","Latvia","Any violence","ANY","Female","F","Number","NR",1729,"d"
2021,"LV","Latvia","Any violence","ANY","Female","F","Number","NR",1431,"d"
2022,"LV","Latvia","Any violence","ANY","Female","F","Number","NR",1434,"d"
2014,"LV","Latvia","Any violence","ANY","Total","T","Number","NR",5931,"d"
2015,"LV","Latvia","Any violence","ANY","Total","T","Number","NR",5774,"d"
2016,"LV","Latvia","Any violence","ANY","Total","T","Number","NR",5472,"d"
2017,"LV","Latvia","Any violence","ANY","Total","T","Number","NR",4894,"d"
2018,"LV","Latvia","Any violence","ANY","Total","T","Number","NR",4709,"d"
2019,"LV","Latvia","Any violence","ANY","Total","T","Number","NR",4264,"d"
2020,"LV","Latvia","Any violence","ANY","Total","T","Number","NR",4023,"d"
2021,"LV","Latvia","Any violence","ANY","Total","T","Number","NR",3177,"d"
2022,"LV","Latvia","Any violence","ANY","Total","T","Number","NR",3372,"d"
2014,"MT","Malta","Intimate partner violence","IPV","Female","F","Number","NR",,
2015,"MT","Malta","Intimate partner violence","IPV","Female","F","Number","NR",,
2016,"MT","Malta","Intimate partner violence","IPV","Female","F","Number","NR",655,"d"
2017,"MT","Malta","Intimate partner violence","IPV","Female","F","Number","NR",670,"d"
2018,"MT","Malta","Intimate partner violence","IPV","Female","F","Number","NR",677,"d"
2019,"MT","Malta","Intimate partner violence","IPV","Female","F","Number","NR",,
2020,"MT","Malta","Intimate partner violence","IPV","Female","F","Number","NR",708,"d"
2021,"MT","Malta","Intimate partner violence","IPV","Female","F","Number","NR",613,"d"
2022,"MT","Malta","Intimate partner violence","IPV","Female","F","Number","NR",831,"d"
2014,"MT","Malta","Intimate partner violence","IPV","Total","T","Number","NR",,
2015,"MT","Malta","Intimate partner violence","IPV","Total","T","Number","NR",,
2016,"MT","Malta","Intimate partner violence","IPV","Total","T","Number","NR",805,"d"
2017,"MT","Malta","Intimate partner violence","IPV","Total","T","Number","NR",795,"d"
2018,"MT","Malta","Intimate partner violence","IPV","Total","T","Number","NR",804,"d"
2019,"MT","Malta","Intimate partner violence","IPV","Total","T","Number","NR",,
2020,"MT","Malta","Intimate partner violence","IPV","Total","T","Number","NR",857,"d"
2021,"MT","Malta","Intimate partner violence","IPV","Total","T","Number","NR",738,"d"
2022,"MT","Malta","Intimate partner violence","IPV","Total","T","Number","NR",1046,"d"
2014,"MT","Malta","Domestic violence","DV","Female","F","Number","NR",,
2015,"MT","Malta","Domestic violence","DV","Female","F","Number","NR",,
2016,"MT","Malta","Domestic violence","DV","Female","F","Number","NR",884,"d"
2017,"MT","Malta","Domestic violence","DV","Female","F","Number","NR",874,"d"
2018,"MT","Malta","Domestic violence","DV","Female","F","Number","NR",969,"d"
2019,"MT","Malta","Domestic violence","DV","Female","F","Number","NR",973,"d"
2020,"MT","Malta","Domestic violence","DV","Female","F","Number","NR",1120,"d"
2021,"MT","Malta","Domestic violence","DV","Female","F","Number","NR",1115,"d"
2022,"MT","Malta","Domestic violence","DV","Female","F","Number","NR",1136,"d"
2014,"MT","Malta","Domestic violence","DV","Total","T","Number","NR",,
2015,"MT","Malta","Domestic violence","DV","Total","T","Number","NR",,
2016,"MT","Malta","Domestic violence","DV","Total","T","Number","NR",1169,"d"
2017,"MT","Malta","Domestic violence","DV","Total","T","Number","NR",1162,"d"
2018,"MT","Malta","Domestic violence","DV","Total","T","Number","NR",1294,"d"
2019,"MT","Malta","Domestic violence","DV","Total","T","Number","NR",1346,"d"
2020,"MT","Malta","Domestic violence","DV","Total","T","Number","NR",1518,"d"
2021,"MT","Malta","Domestic violence","DV","Total","T","Number","NR",1533,"d"
2022,"MT","Malta","Domestic violence","DV","Total","T","Number","NR",1635,"d"
2014,"MT","Malta","Any violence","ANY","Female","F","Number","NR",,
2015,"MT","Malta","Any violence","ANY","Female","F","Number","NR",,
2016,"MT","Malta","Any violence","ANY","Female","F","Number","NR",,
2017,"MT","Malta","Any violence","ANY","Female","F","Number","NR",,
2018,"MT","Malta","Any violence","ANY","Female","F","Number","NR",,
2019,"MT","Malta","Any violence","ANY","Female","F","Number","NR",,
2020,"MT","Malta","Any violence","ANY","Female","F","Number","NR",,
2021,"MT","Malta","Any violence","ANY","Female","F","Number","NR",,
2022,"MT","Malta","Any violence","ANY","Female","F","Number","NR",,
2014,"MT","Malta","Any violence","ANY","Total","T","Number","NR",,
2015,"MT","Malta","Any violence","ANY","Total","T","Number","NR",,
2016,"MT","Malta","Any violence","ANY","Total","T","Number","NR",,
2017,"MT","Malta","Any violence","ANY","Total","T","Number","NR",,
2018,"MT","Malta","Any violence","ANY","Total","T","Number","NR",,
2019,"MT","Malta","Any violence","ANY","Total","T","Number","NR",,
2020,"MT","Malta","Any violence","ANY","Total","T","Number","NR",,
2021,"MT","Malta","Any violence","ANY","Total","T","Number","NR",,
2022,"MT","Malta","Any violence","ANY","Total","T","Number","NR",,
2014,"NL","Netherlands","Intimate partner violence","IPV","Female","F","Number","NR",,
2015,"NL","Netherlands","Intimate partner violence","IPV","Female","F","Number","NR",,
2016,"NL","Netherlands","Intimate partner violence","IPV","Female","F","Number","NR",,
2017,"NL","Netherlands","Intimate partner violence","IPV","Female","F","Number","NR",,
2018,"NL","Netherlands","Intimate partner violence","IPV","Female","F","Number","NR",,
2019,"NL","Netherlands","Intimate partner violence","IPV","Female","F","Number","NR",,
2020,"NL","Netherlands","Intimate partner violence","IPV","Female","F","Number","NR",,
2021,"NL","Netherlands","Intimate partner violence","IPV","Female","F","Number","NR",,
2022,"NL","Netherlands","Intimate partner violence","IPV","Female","F","Number","NR",,
2014,"NL","Netherlands","Intimate partner violence","IPV","Total","T","Number","NR",,
2015,"NL","Netherlands","Intimate partner violence","IPV","Total","T","Number","NR",,
2016,"NL","Netherlands","Intimate partner violence","IPV","Total","T","Number","NR",,
2017,"NL","Netherlands","Intimate partner violence","IPV","Total","T","Number","NR",,
2018,"NL","Netherlands","Intimate partner violence","IPV","Total","T","Number","NR",,
2019,"NL","Netherlands","Intimate partner violence","IPV","Total","T","Number","NR",,
2020,"NL","Netherlands","Intimate partner violence","IPV","Total","T","Number","NR",,
2021,"NL","Netherlands","Intimate partner violence","IPV","Total","T","Number","NR",,
2022,"NL","Netherlands","Intimate partner violence","IPV","Total","T","Number","NR",,
2014,"NL","Netherlands","Domestic violence","DV","Female","F","Number","NR",,
2015,"NL","Netherlands","Domestic violence","DV","Female","F","Number","NR",,
2016,"NL","Netherlands","Domestic violence","DV","Female","F","Number","NR",,
2017,"NL","Netherlands","Domestic violence","DV","Female","F","Number","NR",,
2018,"NL","Netherlands","Domestic violence","DV","Female","F","Number","NR",,
2019,"NL","Netherlands","Domestic violence","DV","Female","F","Number","NR",,
2020,"NL","Netherlands","Domestic violence","DV","Female","F","Number","NR",,
2021,"NL","Netherlands","Domestic violence","DV","Female","F","Number","NR",,
2022,"NL","Netherlands","Domestic violence","DV","Female","F","Number","NR",,
2014,"NL","Netherlands","Domestic violence","DV","Total","T","Number","NR",,
2015,"NL","Netherlands","Domestic violence","DV","Total","T","Number","NR",,
2016,"NL","Netherlands","Domestic violence","DV","Total","T","Number","NR",,
2017,"NL","Netherlands","Domestic violence","DV","Total","T","Number","NR",,
2018,"NL","Netherlands","Domestic violence","DV","Total","T","Number","NR",,
2019,"NL","Netherlands","Domestic violence","DV","Total","T","Number","NR",,
2020,"NL","Netherlands","Domestic violence","DV","Total","T","Number","NR",,
2021,"NL","Netherlands","Domestic violence","DV","Total","T","Number","NR",,
2022,"NL","Netherlands","Domestic violence","DV","Total","T","Number","NR",,
2014,"NL","Netherlands","Any violence","ANY","Female","F","Number","NR",,
2015,"NL","Netherlands","Any violence","ANY","Female","F","Number","NR",,
2016,"NL","Netherlands","Any violence","ANY","Female","F","Number","NR",,
2017,"NL","Netherlands","Any violence","ANY","Female","F","Number","NR",,
